customer_id,month,acquisition_channel,region,age_band,account_tier,monthly_fee,joined_on_promo
998,2023-07,Comparison Site,North,18-24,Silver,11,TRUE
1001,2023-07,Online,South East,35-44,Silver,11,FALSE
1002,2023-07,Comparison Site,Scotland,45-54,Silver,11,TRUE
1005,2023-07,Outbound,North,65+,Classic,0,FALSE
1007,2023-07,Branch,South East,25-34,Silver,11,FALSE
1008,2023-07,Branch,South East,45-54,Classic,0,FALSE
1009,2023-07,Online,South East,55-64,Classic,0,FALSE
1010,2023-07,Online,North,25-34,Classic,0,TRUE
1012,2023-07,Branch,South East,35-44,Silver,11,FALSE
1014,2023-07,Outbound,Wales & NI,18-24,Gold,18,TRUE
1015,2023-07,Online,Wales & NI,35-44,Gold,18,FALSE
1016,2023-07,Comparison Site,Midlands,55-64,Gold,18,TRUE
1018,2023-07,Online,North,35-44,Silver,11,FALSE
1019,2023-07,Online,South East,55-64,Platinum,28,FALSE
1020,2023-07,Broker/IFA,London,45-54,Gold,18,FALSE
1021,2023-07,Online,South East,18-24,Gold,18,FALSE
1023,2023-07,Referral,London,35-44,Gold,18,FALSE
1024,2023-07,Online,North,18-24,Silver,11,FALSE
1025,2023-07,Online,London,55-64,Silver,11,FALSE
1027,2023-07,Branch,North,45-54,Classic,0,FALSE
1028,2023-07,Branch,Midlands,35-44,Gold,18,TRUE
1030,2023-07,Comparison Site,North,65+,Silver,11,TRUE
1031,2023-07,Referral,Midlands,25-34,Classic,0,FALSE
1033,2023-07,Online,London,45-54,Silver,11,TRUE
1034,2023-07,Comparison Site,North,25-34,Silver,11,TRUE
1035,2023-07,Online,Midlands,55-64,Platinum,28,TRUE
1036,2023-07,Referral,London,18-24,Silver,11,FALSE
1037,2023-07,Outbound,South East,55-64,Gold,18,TRUE
1039,2023-07,Comparison Site,North,65+,Silver,11,TRUE
1042,2023-07,Comparison Site,South East,45-54,Silver,11,FALSE
1045,2023-07,Comparison Site,North,25-34,Classic,0,FALSE
1047,2023-07,Outbound,North,65+,Gold,18,FALSE
1055,2023-07,Branch,North,35-44,Gold,18,FALSE
1057,2023-07,Online,South East,35-44,Silver,11,FALSE
1058,2023-07,Online,Wales & NI,45-54,Gold,18,TRUE
1060,2023-07,Online,Scotland,25-34,Gold,18,FALSE
1061,2023-07,Online,South East,18-24,Platinum,28,TRUE
1062,2023-07,Online,North,18-24,Classic,0,FALSE
1063,2023-07,Comparison Site,North,25-34,Silver,11,TRUE
1067,2023-07,Comparison Site,Wales & NI,18-24,Silver,11,FALSE
1071,2023-07,Broker/IFA,Scotland,25-34,Platinum,28,FALSE
1074,2023-07,Comparison Site,London,65+,Platinum,28,TRUE
1075,2023-07,Broker/IFA,North,65+,Platinum,28,TRUE
1076,2023-07,Branch,North,55-64,Gold,18,FALSE
1078,2023-07,Branch,North,45-54,Platinum,28,FALSE
1079,2023-07,Outbound,Scotland,45-54,Silver,11,TRUE
1082,2023-07,Branch,North,45-54,Platinum,28,FALSE
1083,2023-07,Referral,South East,35-44,Gold,18,TRUE
1084,2023-07,Referral,Midlands,25-34,Platinum,28,FALSE
1085,2023-07,Branch,Wales & NI,25-34,Gold,18,FALSE
1086,2023-07,Referral,London,45-54,Gold,18,FALSE
1087,2023-07,Broker/IFA,South East,65+,Gold,18,FALSE
1091,2023-07,Online,London,25-34,Gold,18,FALSE
1094,2023-07,Online,North,55-64,Gold,18,FALSE
1095,2023-07,Online,South East,25-34,Silver,11,FALSE
1096,2023-07,Outbound,Scotland,45-54,Silver,11,TRUE
1098,2023-07,Branch,Wales & NI,25-34,Classic,0,FALSE
1099,2023-07,Referral,South East,18-24,Gold,18,FALSE
1100,2023-07,Referral,Scotland,25-34,Gold,18,FALSE
1101,2023-07,Comparison Site,London,35-44,Silver,11,TRUE
1102,2023-07,Branch,Midlands,35-44,Silver,11,TRUE
1103,2023-07,Branch,Scotland,25-34,Gold,18,FALSE
1104,2023-07,Online,South East,35-44,Silver,11,FALSE
1105,2023-07,Online,North,65+,Platinum,28,FALSE
1106,2023-07,Outbound,London,25-34,Classic,0,FALSE
1107,2023-07,Referral,South East,18-24,Silver,11,FALSE
1108,2023-07,Outbound,North,55-64,Silver,11,TRUE
1109,2023-07,Outbound,North,65+,Silver,11,TRUE
1110,2023-07,Branch,Scotland,35-44,Classic,0,FALSE
1111,2023-07,Online,London,35-44,Classic,0,FALSE
1112,2023-07,Broker/IFA,South East,35-44,Platinum,28,FALSE
1113,2023-07,Referral,London,45-54,Gold,18,FALSE
1115,2023-07,Online,Midlands,25-34,Gold,18,TRUE
1116,2023-07,Online,London,45-54,Silver,11,FALSE
1119,2023-07,Online,South East,45-54,Gold,18,FALSE
1121,2023-07,Outbound,South East,35-44,Platinum,28,FALSE
1123,2023-07,Comparison Site,London,45-54,Classic,0,TRUE
1125,2023-07,Comparison Site,North,35-44,Platinum,28,TRUE
1127,2023-07,Comparison Site,Midlands,18-24,Classic,0,TRUE
1132,2023-07,Online,Midlands,25-34,Platinum,28,FALSE
1133,2023-07,Referral,Midlands,18-24,Platinum,28,TRUE
1135,2023-07,Broker/IFA,Wales & NI,45-54,Gold,18,FALSE
1139,2023-07,Online,Scotland,45-54,Classic,0,FALSE
1143,2023-07,Outbound,North,55-64,Gold,18,FALSE
1144,2023-07,Branch,South East,18-24,Gold,18,FALSE
1146,2023-07,Broker/IFA,Midlands,35-44,Gold,18,FALSE
1149,2023-07,Referral,London,45-54,Platinum,28,FALSE
1150,2023-07,Outbound,Midlands,35-44,Silver,11,TRUE
1152,2023-07,Online,Scotland,35-44,Gold,18,TRUE
1155,2023-07,Branch,Midlands,55-64,Gold,18,FALSE
1156,2023-07,Referral,North,55-64,Silver,11,FALSE
1159,2023-07,Outbound,South East,45-54,Silver,11,TRUE
1160,2023-07,Broker/IFA,London,35-44,Gold,18,FALSE
1164,2023-07,Broker/IFA,North,25-34,Platinum,28,FALSE
1169,2023-07,Branch,London,45-54,Classic,0,FALSE
1170,2023-07,Comparison Site,Midlands,65+,Silver,11,FALSE
1172,2023-07,Outbound,London,55-64,Silver,11,FALSE
1173,2023-07,Comparison Site,North,45-54,Silver,11,FALSE
1174,2023-07,Branch,South East,35-44,Silver,11,TRUE
1176,2023-07,Branch,North,45-54,Gold,18,TRUE
1178,2023-07,Referral,North,25-34,Classic,0,FALSE
1180,2023-07,Referral,North,55-64,Classic,0,FALSE
1182,2023-07,Referral,North,45-54,Silver,11,FALSE
1183,2023-07,Online,South East,65+,Classic,0,TRUE
1184,2023-07,Referral,Midlands,25-34,Gold,18,FALSE
1185,2023-07,Comparison Site,South East,25-34,Gold,18,FALSE
1187,2023-07,Referral,Midlands,25-34,Platinum,28,FALSE
1188,2023-07,Referral,Wales & NI,35-44,Platinum,28,FALSE
1191,2023-07,Comparison Site,South East,25-34,Silver,11,TRUE
1192,2023-07,Broker/IFA,South East,65+,Gold,18,FALSE
1193,2023-07,Online,London,18-24,Silver,11,TRUE
1194,2023-07,Referral,Midlands,25-34,Silver,11,FALSE
1197,2023-07,Online,North,25-34,Classic,0,FALSE
1198,2023-07,Comparison Site,South East,45-54,Silver,11,TRUE
1199,2023-07,Comparison Site,Midlands,35-44,Gold,18,TRUE
1201,2023-07,Outbound,Scotland,25-34,Gold,18,FALSE
1202,2023-07,Branch,London,25-34,Gold,18,FALSE
1203,2023-07,Comparison Site,London,18-24,Silver,11,FALSE
1205,2023-07,Outbound,South East,35-44,Silver,11,FALSE
1207,2023-07,Outbound,North,55-64,Gold,18,TRUE
1208,2023-07,Branch,London,18-24,Gold,18,FALSE
1209,2023-07,Outbound,North,35-44,Silver,11,TRUE
1210,2023-07,Online,Wales & NI,35-44,Gold,18,FALSE
1211,2023-07,Broker/IFA,North,45-54,Platinum,28,FALSE
1213,2023-07,Broker/IFA,South East,25-34,Gold,18,FALSE
1214,2023-07,Outbound,Midlands,25-34,Classic,0,TRUE
1215,2023-07,Broker/IFA,Wales & NI,35-44,Platinum,28,FALSE
1218,2023-07,Branch,London,45-54,Silver,11,FALSE
1219,2023-07,Broker/IFA,London,18-24,Gold,18,FALSE
1221,2023-07,Comparison Site,North,25-34,Gold,18,FALSE
1222,2023-07,Branch,London,18-24,Silver,11,FALSE
1223,2023-07,Comparison Site,Scotland,35-44,Silver,11,FALSE
1225,2023-07,Broker/IFA,North,35-44,Classic,0,FALSE
1226,2023-07,Comparison Site,London,25-34,Gold,18,TRUE
1227,2023-07,Branch,Midlands,35-44,Silver,11,FALSE
1228,2023-07,Branch,South East,18-24,Gold,18,FALSE
1229,2023-07,Branch,Scotland,35-44,Classic,0,FALSE
1231,2023-07,Branch,South East,55-64,Gold,18,TRUE
1233,2023-07,Outbound,London,25-34,Gold,18,FALSE
1234,2023-07,Comparison Site,Wales & NI,35-44,Classic,0,TRUE
1235,2023-07,Online,North,45-54,Gold,18,TRUE
1238,2023-07,Referral,Wales & NI,25-34,Gold,18,FALSE
1239,2023-07,Referral,South East,45-54,Platinum,28,FALSE
1241,2023-07,Referral,Scotland,55-64,Gold,18,FALSE
1242,2023-07,Comparison Site,Midlands,45-54,Gold,18,TRUE
1244,2023-07,Online,London,55-64,Classic,0,FALSE
1245,2023-07,Branch,Midlands,25-34,Platinum,28,FALSE
1246,2023-07,Broker/IFA,North,45-54,Gold,18,TRUE
1248,2023-07,Broker/IFA,London,25-34,Gold,18,FALSE
1250,2023-07,Online,London,25-34,Gold,18,TRUE
1251,2023-07,Broker/IFA,North,35-44,Silver,11,TRUE
1252,2023-07,Online,London,18-24,Gold,18,FALSE
1254,2023-07,Online,London,65+,Gold,18,TRUE
1255,2023-07,Online,Wales & NI,45-54,Classic,0,TRUE
1258,2023-07,Branch,Scotland,35-44,Gold,18,TRUE
1259,2023-07,Outbound,London,18-24,Gold,18,TRUE
1260,2023-07,Comparison Site,London,35-44,Silver,11,FALSE
1263,2023-07,Referral,North,55-64,Gold,18,FALSE
1264,2023-07,Outbound,London,35-44,Classic,0,TRUE
1265,2023-07,Branch,North,45-54,Gold,18,FALSE
1268,2023-07,Online,South East,25-34,Platinum,28,TRUE
1269,2023-07,Branch,Midlands,25-34,Gold,18,FALSE
1273,2023-07,Broker/IFA,South East,25-34,Gold,18,FALSE
1276,2023-07,Online,London,25-34,Platinum,28,FALSE
1278,2023-07,Online,South East,45-54,Gold,18,FALSE
1283,2023-07,Branch,North,18-24,Gold,18,FALSE
1285,2023-07,Online,London,25-34,Gold,18,FALSE
1286,2023-07,Branch,Wales & NI,35-44,Gold,18,FALSE
1287,2023-07,Referral,North,35-44,Silver,11,FALSE
1288,2023-07,Branch,Wales & NI,25-34,Platinum,28,FALSE
1290,2023-07,Branch,South East,35-44,Silver,11,FALSE
1292,2023-07,Outbound,Scotland,25-34,Gold,18,FALSE
1294,2023-07,Outbound,North,65+,Gold,18,TRUE
1296,2023-07,Comparison Site,London,25-34,Silver,11,FALSE
1297,2023-07,Referral,London,35-44,Platinum,28,FALSE
1301,2023-07,Branch,Midlands,65+,Gold,18,FALSE
1302,2023-07,Referral,South East,18-24,Platinum,28,FALSE
1303,2023-07,Outbound,South East,18-24,Classic,0,FALSE
1305,2023-07,Comparison Site,North,45-54,Silver,11,FALSE
1306,2023-07,Comparison Site,South East,35-44,Platinum,28,FALSE
1307,2023-07,Referral,South East,35-44,Gold,18,FALSE
1308,2023-07,Branch,North,55-64,Silver,11,FALSE
1309,2023-07,Branch,North,25-34,Platinum,28,FALSE
1310,2023-07,Branch,London,55-64,Classic,0,TRUE
1311,2023-07,Online,South East,25-34,Gold,18,FALSE
1317,2023-07,Referral,South East,25-34,Gold,18,FALSE
1319,2023-07,Online,London,35-44,Silver,11,FALSE
1321,2023-07,Branch,Scotland,55-64,Platinum,28,FALSE
1322,2023-07,Comparison Site,London,25-34,Classic,0,FALSE
1326,2023-07,Comparison Site,North,18-24,Silver,11,TRUE
1327,2023-07,Branch,Scotland,18-24,Classic,0,FALSE
1329,2023-07,Comparison Site,London,45-54,Gold,18,TRUE
1330,2023-07,Branch,Midlands,18-24,Silver,11,FALSE
1331,2023-07,Online,Midlands,55-64,Platinum,28,FALSE
1332,2023-07,Outbound,London,35-44,Silver,11,FALSE
1333,2023-07,Branch,London,35-44,Platinum,28,FALSE
1334,2023-07,Branch,South East,45-54,Classic,0,TRUE
1336,2023-07,Referral,Midlands,25-34,Gold,18,FALSE
1337,2023-07,Referral,London,35-44,Gold,18,FALSE
1341,2023-07,Comparison Site,Midlands,35-44,Classic,0,FALSE
1343,2023-07,Referral,Midlands,35-44,Gold,18,FALSE
1344,2023-07,Online,North,25-34,Classic,0,FALSE
1345,2023-07,Online,South East,45-54,Gold,18,FALSE
1349,2023-07,Online,North,35-44,Classic,0,FALSE
1351,2023-07,Online,South East,35-44,Classic,0,FALSE
1353,2023-07,Outbound,Midlands,18-24,Classic,0,FALSE
1354,2023-07,Comparison Site,Midlands,25-34,Silver,11,TRUE
1356,2023-07,Comparison Site,Scotland,35-44,Gold,18,TRUE
1357,2023-07,Comparison Site,Scotland,35-44,Gold,18,TRUE
1358,2023-07,Branch,Midlands,45-54,Silver,11,FALSE
1359,2023-07,Online,Midlands,25-34,Platinum,28,TRUE
1360,2023-07,Branch,London,55-64,Classic,0,FALSE
1362,2023-07,Comparison Site,Midlands,18-24,Classic,0,FALSE
1364,2023-07,Online,North,55-64,Silver,11,FALSE
1365,2023-07,Online,Wales & NI,45-54,Gold,18,FALSE
1366,2023-07,Online,South East,35-44,Silver,11,FALSE
1369,2023-07,Comparison Site,London,35-44,Silver,11,FALSE
1370,2023-07,Comparison Site,North,25-34,Gold,18,FALSE
1372,2023-07,Branch,North,25-34,Gold,18,FALSE
1376,2023-07,Online,Midlands,45-54,Silver,11,FALSE
1377,2023-07,Online,South East,35-44,Gold,18,FALSE
1378,2023-07,Online,Midlands,25-34,Silver,11,FALSE
1379,2023-07,Outbound,South East,55-64,Classic,0,FALSE
1382,2023-07,Outbound,Wales & NI,35-44,Silver,11,FALSE
1383,2023-07,Online,North,55-64,Platinum,28,TRUE
1385,2023-07,Online,North,55-64,Gold,18,TRUE
1387,2023-07,Online,London,35-44,Platinum,28,FALSE
1388,2023-07,Referral,London,18-24,Gold,18,FALSE
1390,2023-07,Comparison Site,London,45-54,Silver,11,TRUE
1391,2023-07,Branch,Scotland,35-44,Gold,18,FALSE
1394,2023-07,Comparison Site,North,35-44,Silver,11,FALSE
1395,2023-07,Broker/IFA,South East,65+,Silver,11,FALSE
1397,2023-07,Comparison Site,North,35-44,Gold,18,FALSE
1399,2023-07,Outbound,North,25-34,Classic,0,FALSE
1404,2023-07,Comparison Site,North,35-44,Gold,18,TRUE
1405,2023-07,Online,London,18-24,Platinum,28,FALSE
1408,2023-07,Online,North,25-34,Silver,11,FALSE
1409,2023-07,Broker/IFA,London,25-34,Platinum,28,FALSE
1410,2023-07,Broker/IFA,London,35-44,Gold,18,FALSE
1411,2023-07,Comparison Site,South East,25-34,Silver,11,TRUE
1413,2023-07,Broker/IFA,London,55-64,Platinum,28,FALSE
1414,2023-07,Online,North,25-34,Silver,11,TRUE
1416,2023-07,Comparison Site,South East,35-44,Gold,18,TRUE
1417,2023-07,Online,North,25-34,Silver,11,FALSE
1418,2023-07,Referral,Scotland,35-44,Platinum,28,FALSE
1420,2023-07,Branch,North,45-54,Gold,18,FALSE
1421,2023-07,Comparison Site,Midlands,65+,Classic,0,TRUE
1422,2023-07,Referral,Wales & NI,35-44,Silver,11,FALSE
1423,2023-07,Comparison Site,South East,25-34,Gold,18,TRUE
1424,2023-07,Branch,London,45-54,Gold,18,FALSE
1425,2023-07,Comparison Site,North,25-34,Gold,18,TRUE
1427,2023-07,Outbound,Midlands,55-64,Gold,18,FALSE
1429,2023-07,Branch,North,18-24,Platinum,28,TRUE
1430,2023-07,Branch,London,45-54,Gold,18,FALSE
1431,2023-07,Online,London,45-54,Gold,18,FALSE
1433,2023-07,Outbound,South East,55-64,Silver,11,FALSE
1434,2023-07,Comparison Site,Scotland,18-24,Classic,0,FALSE
1435,2023-07,Online,North,18-24,Platinum,28,FALSE
1436,2023-07,Branch,Midlands,18-24,Platinum,28,FALSE
1437,2023-07,Branch,Scotland,35-44,Silver,11,FALSE
1439,2023-07,Online,North,45-54,Gold,18,TRUE
1441,2023-07,Referral,London,45-54,Platinum,28,TRUE
1443,2023-07,Branch,London,35-44,Platinum,28,FALSE
1446,2023-07,Comparison Site,London,45-54,Silver,11,TRUE
1448,2023-07,Comparison Site,North,25-34,Classic,0,TRUE
1449,2023-07,Referral,North,25-34,Silver,11,TRUE
1451,2023-07,Online,London,25-34,Silver,11,FALSE
1452,2023-07,Online,South East,55-64,Silver,11,TRUE
1453,2023-07,Broker/IFA,Midlands,45-54,Gold,18,FALSE
1455,2023-07,Comparison Site,Midlands,25-34,Classic,0,FALSE
1456,2023-07,Referral,South East,35-44,Gold,18,FALSE
1458,2023-07,Online,South East,45-54,Gold,18,TRUE
1462,2023-07,Referral,Midlands,45-54,Platinum,28,FALSE
1463,2023-07,Referral,Scotland,25-34,Platinum,28,FALSE
1464,2023-07,Referral,London,35-44,Platinum,28,FALSE
1468,2023-07,Comparison Site,Midlands,35-44,Gold,18,FALSE
1469,2023-07,Online,London,35-44,Silver,11,TRUE
1471,2023-07,Comparison Site,Wales & NI,35-44,Platinum,28,FALSE
1472,2023-07,Broker/IFA,London,25-34,Platinum,28,FALSE
1474,2023-07,Branch,London,35-44,Gold,18,FALSE
1475,2023-07,Comparison Site,South East,35-44,Classic,0,FALSE
1476,2023-07,Online,Scotland,35-44,Silver,11,FALSE
1477,2023-07,Comparison Site,London,25-34,Silver,11,TRUE
1478,2023-07,Comparison Site,London,18-24,Gold,18,TRUE
1479,2023-07,Outbound,London,25-34,Gold,18,FALSE
1481,2023-07,Referral,North,25-34,Gold,18,FALSE
1484,2023-07,Broker/IFA,South East,25-34,Platinum,28,FALSE
1485,2023-07,Referral,South East,25-34,Gold,18,FALSE
1488,2023-07,Branch,Midlands,45-54,Gold,18,FALSE
1489,2023-07,Referral,Scotland,25-34,Gold,18,FALSE
1491,2023-07,Online,Midlands,35-44,Silver,11,FALSE
1492,2023-07,Comparison Site,Scotland,25-34,Silver,11,TRUE
1498,2023-07,Online,Midlands,25-34,Gold,18,FALSE
1499,2023-07,Online,London,45-54,Classic,0,TRUE
1500,2023-07,Online,Scotland,25-34,Classic,0,FALSE
1501,2023-07,Online,South East,35-44,Classic,0,TRUE
1502,2023-07,Branch,North,35-44,Gold,18,TRUE
1503,2023-07,Comparison Site,London,25-34,Classic,0,TRUE
1506,2023-07,Outbound,Wales & NI,55-64,Silver,11,TRUE
1508,2023-07,Outbound,South East,18-24,Silver,11,FALSE
1509,2023-07,Online,London,65+,Gold,18,FALSE
1510,2023-07,Online,London,35-44,Silver,11,FALSE
1512,2023-07,Comparison Site,North,25-34,Silver,11,TRUE
1513,2023-07,Broker/IFA,Midlands,18-24,Platinum,28,FALSE
1515,2023-07,Outbound,North,25-34,Classic,0,FALSE
1516,2023-07,Online,South East,45-54,Gold,18,FALSE
1517,2023-07,Broker/IFA,North,25-34,Silver,11,FALSE
1519,2023-07,Branch,London,55-64,Gold,18,FALSE
1520,2023-07,Online,Scotland,25-34,Platinum,28,TRUE
1521,2023-07,Online,North,55-64,Classic,0,TRUE
1524,2023-07,Online,Scotland,45-54,Gold,18,FALSE
1525,2023-07,Outbound,London,25-34,Gold,18,TRUE
1526,2023-07,Online,Midlands,55-64,Gold,18,TRUE
1530,2023-07,Broker/IFA,Scotland,55-64,Silver,11,FALSE
1531,2023-07,Outbound,Wales & NI,18-24,Classic,0,TRUE
1532,2023-07,Referral,North,18-24,Gold,18,FALSE
1533,2023-07,Comparison Site,London,35-44,Classic,0,FALSE
1534,2023-07,Comparison Site,London,18-24,Silver,11,TRUE
1537,2023-07,Online,London,35-44,Gold,18,FALSE
1538,2023-07,Comparison Site,North,45-54,Classic,0,TRUE
1539,2023-07,Referral,South East,45-54,Platinum,28,FALSE
1540,2023-07,Online,London,25-34,Silver,11,FALSE
1541,2023-07,Comparison Site,South East,25-34,Silver,11,TRUE
1542,2023-07,Branch,Midlands,35-44,Platinum,28,TRUE
1543,2023-07,Comparison Site,North,45-54,Gold,18,TRUE
1545,2023-07,Comparison Site,Wales & NI,45-54,Gold,18,TRUE
1547,2023-07,Referral,North,45-54,Silver,11,TRUE
1550,2023-07,Comparison Site,South East,25-34,Classic,0,TRUE
1551,2023-07,Branch,South East,35-44,Gold,18,FALSE
1552,2023-07,Branch,South East,18-24,Gold,18,FALSE
1554,2023-07,Branch,Midlands,55-64,Silver,11,FALSE
1556,2023-07,Online,Scotland,45-54,Silver,11,FALSE
1559,2023-07,Online,Midlands,35-44,Gold,18,FALSE
1560,2023-07,Online,London,45-54,Gold,18,FALSE
1562,2023-07,Referral,Midlands,25-34,Gold,18,FALSE
1563,2023-07,Branch,Midlands,65+,Silver,11,FALSE
1565,2023-07,Comparison Site,Midlands,35-44,Gold,18,TRUE
1566,2023-07,Online,South East,45-54,Gold,18,FALSE
1568,2023-07,Comparison Site,Midlands,45-54,Silver,11,TRUE
1570,2023-07,Online,London,35-44,Silver,11,FALSE
1571,2023-07,Online,London,45-54,Gold,18,FALSE
1575,2023-07,Comparison Site,Midlands,25-34,Classic,0,TRUE
1576,2023-07,Branch,Midlands,65+,Gold,18,TRUE
1578,2023-07,Referral,Wales & NI,35-44,Silver,11,FALSE
1579,2023-07,Branch,Wales & NI,45-54,Gold,18,FALSE
1580,2023-07,Online,London,18-24,Silver,11,FALSE
1581,2023-07,Online,South East,45-54,Classic,0,TRUE
1582,2023-07,Branch,Scotland,18-24,Gold,18,TRUE
1583,2023-07,Comparison Site,Wales & NI,35-44,Silver,11,TRUE
1584,2023-07,Comparison Site,Wales & NI,35-44,Classic,0,FALSE
1585,2023-07,Branch,London,25-34,Silver,11,FALSE
1587,2023-07,Comparison Site,North,18-24,Silver,11,TRUE
1590,2023-07,Branch,London,25-34,Platinum,28,FALSE
1591,2023-07,Online,North,45-54,Silver,11,FALSE
1592,2023-07,Broker/IFA,North,25-34,Platinum,28,FALSE
1593,2023-07,Broker/IFA,London,35-44,Silver,11,TRUE
1595,2023-07,Online,Midlands,25-34,Classic,0,FALSE
1597,2023-07,Referral,North,55-64,Gold,18,FALSE
1598,2023-07,Branch,London,18-24,Gold,18,TRUE
1599,2023-07,Online,London,35-44,Silver,11,FALSE
1600,2023-07,Referral,Scotland,45-54,Silver,11,FALSE
1601,2023-07,Online,North,35-44,Gold,18,TRUE
1603,2023-07,Outbound,London,45-54,Silver,11,TRUE
1604,2023-07,Comparison Site,South East,18-24,Classic,0,TRUE
1605,2023-07,Referral,Scotland,55-64,Classic,0,TRUE
1607,2023-07,Online,South East,25-34,Silver,11,FALSE
1608,2023-07,Referral,North,25-34,Silver,11,FALSE
1609,2023-07,Referral,Midlands,35-44,Platinum,28,FALSE
1610,2023-07,Outbound,Midlands,55-64,Platinum,28,FALSE
1611,2023-07,Online,North,35-44,Gold,18,FALSE
1612,2023-07,Referral,London,45-54,Platinum,28,FALSE
1615,2023-07,Online,London,45-54,Silver,11,FALSE
1616,2023-07,Outbound,London,18-24,Silver,11,TRUE
1618,2023-07,Online,South East,25-34,Silver,11,FALSE
1621,2023-07,Branch,South East,18-24,Gold,18,FALSE
1623,2023-07,Comparison Site,Midlands,35-44,Classic,0,TRUE
1624,2023-07,Branch,Wales & NI,55-64,Platinum,28,TRUE
1625,2023-07,Comparison Site,Wales & NI,18-24,Classic,0,TRUE
1626,2023-07,Broker/IFA,Midlands,35-44,Platinum,28,FALSE
1628,2023-07,Referral,Midlands,18-24,Gold,18,FALSE
1629,2023-07,Online,Scotland,45-54,Classic,0,TRUE
1630,2023-07,Outbound,Scotland,55-64,Gold,18,TRUE
1632,2023-07,Referral,Wales & NI,55-64,Platinum,28,FALSE
1634,2023-07,Referral,Wales & NI,35-44,Silver,11,TRUE
1637,2023-07,Comparison Site,North,35-44,Silver,11,FALSE
1641,2023-07,Comparison Site,South East,18-24,Gold,18,TRUE
1642,2023-07,Comparison Site,London,25-34,Silver,11,FALSE
1643,2023-07,Branch,Midlands,18-24,Silver,11,FALSE
1646,2023-07,Referral,South East,35-44,Gold,18,FALSE
1647,2023-07,Online,London,35-44,Platinum,28,FALSE
1648,2023-07,Outbound,London,25-34,Platinum,28,FALSE
1649,2023-07,Referral,Midlands,25-34,Gold,18,TRUE
1650,2023-07,Outbound,North,25-34,Classic,0,FALSE
1651,2023-07,Online,North,35-44,Silver,11,TRUE
1652,2023-07,Branch,London,35-44,Gold,18,FALSE
1653,2023-07,Comparison Site,London,25-34,Silver,11,FALSE
1655,2023-07,Online,London,65+,Classic,0,TRUE
1657,2023-07,Referral,Scotland,18-24,Platinum,28,FALSE
1658,2023-07,Online,Scotland,35-44,Silver,11,TRUE
1660,2023-07,Outbound,London,35-44,Silver,11,FALSE
1661,2023-07,Online,North,35-44,Classic,0,TRUE
1662,2023-07,Branch,Midlands,25-34,Silver,11,FALSE
1663,2023-07,Comparison Site,London,65+,Classic,0,TRUE
1664,2023-07,Referral,Midlands,25-34,Platinum,28,TRUE
1665,2023-07,Online,Midlands,25-34,Platinum,28,FALSE
1666,2023-07,Branch,South East,25-34,Gold,18,FALSE
1668,2023-07,Branch,North,35-44,Gold,18,FALSE
1671,2023-07,Referral,London,25-34,Gold,18,FALSE
1674,2023-07,Branch,Midlands,35-44,Classic,0,FALSE
1675,2023-07,Referral,London,18-24,Silver,11,TRUE
1676,2023-07,Branch,North,45-54,Gold,18,FALSE
1677,2023-07,Broker/IFA,South East,65+,Platinum,28,FALSE
1678,2023-07,Comparison Site,Scotland,35-44,Silver,11,FALSE
1679,2023-07,Comparison Site,Midlands,35-44,Classic,0,TRUE
1681,2023-07,Comparison Site,London,55-64,Gold,18,TRUE
1682,2023-07,Online,Midlands,45-54,Classic,0,TRUE
1683,2023-07,Comparison Site,South East,25-34,Classic,0,FALSE
1684,2023-07,Referral,North,25-34,Gold,18,TRUE
1685,2023-07,Branch,South East,35-44,Silver,11,FALSE
1687,2023-07,Online,South East,45-54,Silver,11,FALSE
1688,2023-07,Referral,Scotland,35-44,Gold,18,FALSE
1690,2023-07,Broker/IFA,Wales & NI,45-54,Gold,18,FALSE
1692,2023-07,Outbound,London,25-34,Classic,0,TRUE
1694,2023-07,Online,Midlands,25-34,Silver,11,TRUE
1696,2023-07,Broker/IFA,Midlands,55-64,Platinum,28,FALSE
1697,2023-07,Comparison Site,Midlands,55-64,Classic,0,FALSE
1698,2023-07,Outbound,Wales & NI,35-44,Gold,18,FALSE
1699,2023-07,Outbound,North,65+,Gold,18,FALSE
1701,2023-07,Online,Midlands,25-34,Platinum,28,FALSE
1702,2023-07,Branch,Midlands,55-64,Silver,11,FALSE
1704,2023-07,Branch,South East,25-34,Classic,0,FALSE
1705,2023-07,Referral,London,45-54,Platinum,28,FALSE
1707,2023-07,Online,London,25-34,Silver,11,FALSE
1708,2023-07,Referral,Scotland,35-44,Silver,11,FALSE
1709,2023-07,Outbound,Wales & NI,35-44,Classic,0,FALSE
1710,2023-07,Outbound,Midlands,45-54,Silver,11,TRUE
1711,2023-07,Outbound,North,35-44,Platinum,28,FALSE
1712,2023-07,Branch,London,55-64,Platinum,28,FALSE
1713,2023-07,Branch,Midlands,65+,Silver,11,FALSE
1714,2023-07,Referral,South East,25-34,Gold,18,FALSE
1715,2023-07,Online,London,25-34,Gold,18,TRUE
1716,2023-07,Branch,South East,18-24,Gold,18,TRUE
1718,2023-07,Comparison Site,North,35-44,Classic,0,TRUE
1720,2023-07,Online,South East,55-64,Gold,18,FALSE
1725,2023-07,Comparison Site,South East,25-34,Silver,11,TRUE
1726,2023-07,Branch,South East,45-54,Silver,11,FALSE
