signup_month,last_active,tenure_months,channel,age_band,region,first_plan,last_plan,total_revenue,max_paid,joined_on_promo,ever_paid,churned,reason_code
2022-06,2024-12,31,Branch,18-24,South East,Gold,Platinum,570,28,True,True,False,
2022-06,2023-04,11,Referral,18-24,North,Classic,Gold,51,18,True,True,True,Switched provider
2022-06,2024-02,21,Comparison Site,35-44,North,Classic,Classic,0,0,True,False,True,Fees too high
2022-06,2022-09,4,Broker/IFA,45-54,Scotland,Silver,Silver,44,11,False,True,True,
2022-06,2024-12,31,Online,55-64,South East,Silver,Gold,523,18,False,True,False,
2022-06,2022-09,4,Comparison Site,55-64,South East,Classic,Classic,0,0,False,False,True,
2022-06,2022-07,2,Online,45-54,South East,Classic,Classic,0,0,False,False,True,Bereavement
2022-06,2023-01,8,Comparison Site,18-24,North,Silver,Silver,22,11,True,True,True,
2022-06,2022-06,1,Online,55-64,North,Silver,Silver,11,11,False,True,True,Moved abroad
2022-06,2024-12,31,Comparison Site,25-34,South East,Silver,Silver,275,11,True,True,False,
2022-06,2024-12,31,Branch,45-54,South East,Gold,Classic,321,18,False,True,False,
2022-06,2022-10,5,Branch,35-44,South East,Classic,Classic,0,0,False,False,True,
2022-06,2024-06,25,Outbound,45-54,Wales & NI,Silver,Silver,209,11,True,True,True,Poor service
2022-06,2024-12,31,Broker/IFA,18-24,Wales & NI,Silver,Gold,634,28,False,True,False,
2022-06,2023-01,8,Referral,35-44,North,Silver,Silver,88,11,False,True,True,
2022-06,2024-12,31,Branch,65+,London,Platinum,Gold,599,28,False,True,False,
2022-06,2024-12,31,Branch,18-24,North,Gold,Gold,768,28,False,True,False,
2022-06,2024-10,29,Online,65+,London,Classic,Silver,165,11,True,True,True,Fees too high
2022-06,2022-06,1,Comparison Site,35-44,South East,Classic,Classic,0,0,True,False,True,Unknown
2022-06,2023-01,8,Online,25-34,North,Silver,Silver,95,18,False,True,True,Poor service
2022-06,2024-01,20,Online,25-34,Wales & NI,Classic,Classic,0,0,True,False,True,
2022-06,2024-01,20,Outbound,25-34,Midlands,Gold,Platinum,372,28,True,True,True,
2022-06,2022-09,4,Comparison Site,35-44,Midlands,Classic,Classic,0,0,True,False,True,
2022-06,2024-12,31,Comparison Site,65+,North,Silver,Classic,121,11,True,True,False,
2022-06,2024-12,31,Branch,35-44,London,Classic,Platinum,615,28,False,True,False,
2022-06,2024-11,30,Online,25-34,London,Silver,Platinum,622,28,True,True,True,Poor service
2022-06,2022-10,5,Outbound,55-64,Midlands,Classic,Classic,0,0,False,False,True,Switched provider
2022-06,2022-09,4,Comparison Site,45-54,North,Classic,Classic,0,0,True,False,True,Fees too high
2022-06,2024-12,31,Referral,55-64,Midlands,Silver,Silver,418,18,False,True,False,
2022-06,2024-10,29,Online,18-24,South East,Silver,Silver,319,11,False,True,True,Switched provider
2022-06,2024-12,31,Branch,45-54,London,Gold,Platinum,638,28,False,True,False,
2022-06,2024-12,31,Comparison Site,35-44,Midlands,Silver,Gold,450,18,True,True,False,
2022-06,2023-01,8,Comparison Site,35-44,Midlands,Silver,Silver,22,11,True,True,True,Fees too high
2022-06,2024-12,31,Online,55-64,South East,Platinum,Gold,578,28,False,True,False,
2022-06,2024-12,31,Comparison Site,35-44,Midlands,Silver,Silver,275,11,True,True,False,
2022-06,2022-06,1,Comparison Site,18-24,London,Classic,Classic,0,0,True,False,True,Switched provider
2022-06,2024-12,31,Branch,55-64,South East,Silver,Gold,394,18,True,True,False,
2022-06,2024-12,31,Outbound,25-34,North,Silver,Silver,341,11,False,True,False,
2022-06,2024-12,31,Outbound,55-64,North,Silver,Silver,275,11,True,True,False,
2022-06,2022-10,5,Online,45-54,London,Classic,Classic,0,0,False,False,True,Poor service
2022-06,2022-11,6,Branch,35-44,London,Classic,Classic,0,0,False,False,True,Unknown
2022-06,2024-12,31,Online,25-34,London,Silver,Gold,675,28,False,True,False,
2022-06,2022-12,7,Online,35-44,South East,Classic,Classic,0,0,True,False,True,Poor service
2022-06,2023-01,8,Referral,25-34,Midlands,Classic,Classic,0,0,True,False,True,Fees too high
2022-06,2024-12,31,Referral,25-34,North,Platinum,Gold,668,28,False,True,False,
2022-06,2023-02,9,Online,35-44,South East,Classic,Classic,0,0,True,False,True,Unknown
2022-06,2024-12,31,Comparison Site,55-64,London,Silver,Silver,275,11,True,True,False,
2022-06,2022-06,1,Comparison Site,35-44,London,Classic,Classic,0,0,False,False,True,Poor service
2022-06,2024-11,30,Outbound,25-34,South East,Gold,Gold,540,18,False,True,True,
2022-06,2024-12,31,Referral,55-64,Midlands,Gold,Platinum,650,28,True,True,False,
2022-06,2024-12,31,Outbound,55-64,London,Silver,Silver,394,18,True,True,False,
2022-06,2024-12,31,Referral,35-44,Scotland,Gold,Platinum,532,28,False,True,False,
2022-06,2024-12,31,Comparison Site,35-44,North,Gold,Gold,450,18,True,True,False,
2022-06,2022-11,6,Online,25-34,Midlands,Classic,Classic,0,0,False,False,True,Bereavement
2022-06,2024-12,31,Online,35-44,South East,Gold,Gold,748,28,False,True,False,
2022-06,2022-11,6,Outbound,55-64,Wales & NI,Gold,Gold,108,18,False,True,True,
2022-06,2024-12,31,Outbound,45-54,South East,Silver,Silver,345,18,True,True,False,
2022-06,2024-03,22,Online,35-44,Wales & NI,Gold,Gold,526,28,False,True,True,Bereavement
2022-06,2022-10,5,Online,35-44,London,Classic,Classic,0,0,False,False,True,
2022-06,2024-05,24,Comparison Site,18-24,Midlands,Silver,Gold,212,18,True,True,True,Bereavement
2022-06,2023-08,15,Online,45-54,North,Classic,Classic,0,0,False,False,True,Moved abroad
2022-06,2022-12,7,Comparison Site,35-44,North,Classic,Classic,0,0,True,False,True,
2022-06,2023-06,13,Online,35-44,North,Silver,Classic,11,11,True,True,True,Unknown
2022-06,2023-01,8,Comparison Site,45-54,North,Silver,Silver,22,11,True,True,True,Fees too high
2022-06,2024-12,31,Online,25-34,North,Silver,Gold,317,18,True,True,False,
2022-06,2024-12,31,Branch,25-34,South East,Silver,Platinum,700,28,True,True,False,
2022-06,2022-11,6,Referral,45-54,North,Silver,Silver,66,11,False,True,True,Unknown
2022-07,2022-09,3,Broker/IFA,25-34,North,Gold,Gold,54,18,False,True,True,Poor service
2022-07,2024-09,27,Outbound,65+,North,Classic,Classic,165,11,True,True,True,
2022-07,2023-01,7,Comparison Site,45-54,North,Silver,Classic,0,0,True,False,True,Poor service
2022-07,2024-12,30,Referral,35-44,Midlands,Gold,Gold,540,18,False,True,False,
2022-07,2024-12,30,Referral,25-34,South East,Gold,Platinum,740,28,False,True,False,
2022-07,2023-06,12,Online,45-54,London,Silver,Silver,132,11,False,True,True,Poor service
2022-07,2024-12,30,Referral,45-54,Midlands,Silver,Classic,154,11,False,True,False,
2022-07,2024-12,30,Broker/IFA,25-34,North,Platinum,Gold,663,28,False,True,False,
2022-07,2024-04,22,Comparison Site,65+,South East,Silver,Silver,176,11,True,True,True,
2022-07,2024-11,29,Online,55-64,South East,Silver,Gold,340,18,False,True,True,Unknown
2022-07,2024-12,30,Online,18-24,London,Platinum,Platinum,672,28,True,True,False,
2022-07,2023-11,17,Comparison Site,35-44,London,Silver,Silver,187,11,False,True,True,
2022-07,2022-10,4,Comparison Site,55-64,Scotland,Classic,Classic,0,0,True,False,True,
2022-07,2023-09,15,Online,25-34,Wales & NI,Classic,Classic,0,0,False,False,True,Switched provider
2022-07,2023-02,8,Comparison Site,45-54,North,Silver,Silver,22,11,True,True,True,Moved abroad
2022-07,2022-10,4,Comparison Site,45-54,Midlands,Silver,Silver,0,0,True,False,True,
2022-07,2024-12,30,Outbound,45-54,Scotland,Platinum,Platinum,542,28,True,True,False,
2022-07,2024-12,30,Comparison Site,18-24,North,Classic,Silver,11,11,True,True,False,
2022-07,2022-07,1,Comparison Site,65+,Scotland,Silver,Silver,0,0,True,False,True,Fees too high
2022-07,2024-11,29,Online,25-34,North,Classic,Silver,77,11,True,True,True,Fees too high
2022-07,2024-12,30,Referral,45-54,South East,Gold,Gold,640,28,False,True,False,
2022-07,2022-10,4,Outbound,55-64,North,Silver,Gold,58,18,False,True,True,Unhappy with perks
2022-07,2024-12,30,Outbound,35-44,South East,Silver,Gold,470,18,False,True,False,
2022-07,2022-07,1,Branch,25-34,North,Classic,Classic,0,0,False,False,True,
2022-07,2022-08,2,Comparison Site,45-54,South East,Classic,Classic,0,0,True,False,True,Poor service
2022-07,2023-06,12,Branch,65+,North,Gold,Gold,226,28,False,True,True,Unknown
2022-07,2022-07,1,Branch,18-24,Scotland,Platinum,Platinum,28,28,False,True,True,Poor service
2022-07,2022-12,6,Broker/IFA,35-44,London,Gold,Platinum,158,28,False,True,True,Moved abroad
2022-07,2024-12,30,Branch,55-64,Wales & NI,Classic,Silver,55,11,False,True,False,
2022-07,2024-12,30,Comparison Site,35-44,South East,Silver,Gold,376,18,True,True,False,
2022-07,2023-10,16,Comparison Site,55-64,North,Silver,Classic,33,11,True,True,True,Unknown
2022-07,2024-12,30,Online,18-24,Wales & NI,Silver,Gold,432,18,True,True,False,
2022-07,2024-12,30,Broker/IFA,18-24,Wales & NI,Platinum,Platinum,740,28,False,True,False,
2022-07,2024-12,30,Referral,35-44,North,Gold,Platinum,810,28,False,True,False,
2022-07,2024-12,30,Branch,35-44,Midlands,Platinum,Platinum,679,28,False,True,False,
2022-07,2024-12,30,Comparison Site,25-34,North,Classic,Gold,353,18,False,True,False,
2022-07,2024-12,30,Outbound,55-64,South East,Platinum,Platinum,672,28,True,True,False,
2022-07,2024-12,30,Referral,35-44,Wales & NI,Gold,Platinum,720,28,False,True,False,
2022-07,2024-12,30,Comparison Site,25-34,London,Classic,Gold,362,18,True,True,False,
2022-07,2023-04,10,Comparison Site,18-24,North,Silver,Silver,44,11,True,True,True,
2022-07,2024-01,19,Referral,45-54,North,Gold,Platinum,402,28,False,True,True,
2022-07,2023-08,14,Comparison Site,55-64,Scotland,Gold,Gold,252,18,False,True,True,
2022-07,2023-08,14,Comparison Site,55-64,Wales & NI,Classic,Classic,0,0,True,False,True,
2022-07,2024-12,30,Outbound,18-24,Wales & NI,Gold,Gold,299,18,True,True,False,
2022-07,2023-09,15,Online,25-34,North,Classic,Silver,99,11,True,True,True,Fees too high
2022-07,2024-12,30,Outbound,18-24,London,Classic,Classic,0,0,True,False,False,
2022-07,2024-05,23,Online,18-24,North,Gold,Silver,215,18,True,True,True,
2022-07,2022-08,2,Comparison Site,45-54,London,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Referral,18-24,Scotland,Gold,Gold,400,18,False,True,False,
2022-07,2024-12,30,Online,45-54,London,Silver,Classic,308,11,False,True,False,
2022-07,2023-10,16,Referral,55-64,Scotland,Gold,Silver,232,18,False,True,True,
2022-07,2024-11,29,Outbound,45-54,London,Classic,Classic,44,11,False,True,True,Poor service
2022-07,2022-07,1,Comparison Site,45-54,London,Classic,Classic,0,0,False,False,True,Fees too high
2022-07,2022-12,6,Comparison Site,65+,South East,Classic,Classic,0,0,False,False,True,Unknown
2022-07,2024-12,30,Online,35-44,Wales & NI,Silver,Classic,231,11,False,True,False,Switched provider
2022-07,2024-12,30,Referral,45-54,South East,Platinum,Platinum,840,28,False,True,False,
2022-07,2024-12,30,Referral,65+,Midlands,Gold,Platinum,740,28,False,True,False,
2022-07,2022-12,6,Comparison Site,35-44,Midlands,Silver,Silver,66,11,False,True,True,
2022-07,2023-06,12,Online,25-34,South East,Silver,Gold,80,18,True,True,True,
2022-07,2023-07,13,Online,55-64,South East,Gold,Gold,234,18,False,True,True,Poor service
2022-07,2024-03,21,Branch,45-54,Midlands,Silver,Silver,231,11,False,True,True,Switched provider
2022-07,2024-12,30,Broker/IFA,45-54,Scotland,Gold,Platinum,669,28,False,True,False,
2022-07,2024-12,30,Broker/IFA,18-24,London,Silver,Gold,351,18,False,True,False,
2022-07,2024-03,21,Branch,25-34,Scotland,Gold,Silver,350,18,False,True,True,Switched provider
2022-07,2022-09,3,Comparison Site,55-64,London,Classic,Classic,0,0,False,False,True,Poor service
2022-07,2024-07,25,Referral,25-34,South East,Silver,Silver,209,11,False,True,True,Unknown
2022-07,2022-10,4,Comparison Site,25-34,South East,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2023-04,10,Online,55-64,North,Platinum,Platinum,280,28,False,True,True,
2022-07,2023-03,9,Referral,25-34,London,Silver,Classic,22,11,True,True,True,Poor service
2022-07,2023-05,11,Outbound,65+,South East,Classic,Classic,0,0,False,False,True,Bereavement
2022-07,2024-12,30,Branch,65+,Midlands,Gold,Platinum,750,28,False,True,False,
2022-07,2024-12,30,Referral,55-64,South East,Silver,Silver,121,11,True,True,False,
2022-07,2024-12,30,Online,35-44,Midlands,Silver,Classic,176,11,True,True,False,
2022-07,2023-07,13,Comparison Site,25-34,North,Silver,Silver,77,11,True,True,True,Fees too high
2022-07,2023-12,18,Referral,45-54,North,Classic,Classic,0,0,False,False,True,Unknown
2022-07,2022-07,1,Online,35-44,London,Silver,Silver,0,0,True,False,True,Switched provider
2022-07,2022-07,1,Branch,45-54,Scotland,Classic,Classic,0,0,False,False,True,Poor service
2022-07,2024-12,30,Broker/IFA,25-34,Midlands,Gold,Platinum,640,28,False,True,False,
2022-07,2024-12,30,Comparison Site,25-34,London,Silver,Platinum,532,28,True,True,False,
2022-07,2022-07,1,Branch,35-44,Midlands,Gold,Gold,18,18,False,True,True,Unknown
2022-07,2023-10,16,Comparison Site,55-64,Scotland,Gold,Gold,288,18,False,True,True,Unhappy with perks
2022-07,2024-12,30,Online,25-34,Scotland,Platinum,Platinum,840,28,False,True,False,
2022-07,2022-08,2,Broker/IFA,25-34,Midlands,Silver,Silver,22,11,False,True,True,Switched provider
2022-07,2022-12,6,Outbound,25-34,Wales & NI,Classic,Classic,0,0,True,False,True,
2022-07,2024-12,30,Online,65+,London,Silver,Platinum,642,28,True,True,False,
2022-07,2024-12,30,Comparison Site,35-44,London,Silver,Silver,264,11,True,True,False,
2022-07,2024-12,30,Referral,55-64,London,Silver,Gold,289,18,False,True,False,
2022-07,2022-10,4,Online,55-64,London,Classic,Classic,0,0,True,False,True,Switched provider
2022-07,2024-12,30,Online,35-44,North,Gold,Silver,407,18,False,True,False,
2022-07,2022-08,2,Comparison Site,45-54,North,Silver,Silver,22,11,False,True,True,Fees too high
2022-07,2024-12,30,Comparison Site,25-34,London,Silver,Gold,498,18,False,True,False,
2022-07,2024-10,28,Broker/IFA,25-34,North,Platinum,Gold,664,28,False,True,True,
2022-07,2024-12,30,Comparison Site,45-54,Scotland,Gold,Platinum,672,28,True,True,False,
2022-07,2024-12,30,Branch,45-54,South East,Gold,Platinum,820,28,False,True,False,
2022-07,2024-12,30,Online,45-54,North,Silver,Silver,330,11,False,True,False,
2022-07,2023-01,7,Comparison Site,25-34,London,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Referral,35-44,Scotland,Classic,Gold,285,18,False,True,False,
2022-07,2023-03,9,Comparison Site,35-44,North,Silver,Silver,33,11,True,True,True,Fees too high
2022-07,2024-08,26,Broker/IFA,35-44,North,Gold,Gold,488,28,False,True,True,
2022-07,2023-01,7,Comparison Site,25-34,Midlands,Silver,Silver,11,11,True,True,True,
2022-07,2024-12,30,Broker/IFA,45-54,South East,Platinum,Platinum,840,28,False,True,False,
2022-07,2023-04,10,Outbound,35-44,London,Gold,Gold,72,18,True,True,True,
2022-07,2024-12,30,Branch,55-64,South East,Silver,Platinum,604,28,False,True,False,
2022-07,2024-09,27,Online,18-24,Midlands,Classic,Classic,22,11,False,True,True,
2022-07,2022-08,2,Online,25-34,London,Silver,Silver,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Referral,45-54,Wales & NI,Silver,Classic,231,11,False,True,False,
2022-07,2023-08,14,Online,18-24,North,Classic,Silver,88,11,True,True,True,Fees too high
2022-07,2022-07,1,Comparison Site,55-64,South East,Classic,Classic,0,0,True,False,True,Poor service
2022-07,2022-07,1,Online,25-34,North,Silver,Silver,11,11,False,True,True,Unknown
2022-07,2022-08,2,Referral,35-44,North,Gold,Gold,36,18,False,True,True,
2022-07,2024-12,30,Online,55-64,London,Silver,Gold,375,28,False,True,False,
2022-07,2024-12,30,Online,25-34,Scotland,Classic,Silver,176,11,False,True,False,
2022-07,2022-09,3,Comparison Site,25-34,London,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Broker/IFA,35-44,South East,Silver,Gold,456,18,False,True,False,
2022-07,2023-08,14,Referral,25-34,Scotland,Gold,Gold,252,18,False,True,True,Switched provider
2022-07,2022-09,3,Online,35-44,South East,Classic,Classic,0,0,False,False,True,Poor service
2022-07,2024-12,30,Referral,25-34,London,Platinum,Gold,580,28,False,True,False,
2022-07,2024-12,30,Comparison Site,25-34,North,Classic,Silver,88,11,True,True,False,
2022-07,2022-10,4,Comparison Site,25-34,London,Silver,Silver,0,0,True,False,True,
2022-07,2022-07,1,Outbound,45-54,South East,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Branch,25-34,North,Classic,Platinum,688,28,False,True,False,
2022-07,2022-08,2,Comparison Site,25-34,North,Gold,Gold,36,18,False,True,True,
2022-07,2024-01,19,Referral,45-54,Scotland,Silver,Gold,258,18,False,True,True,
2022-07,2024-12,30,Branch,45-54,Midlands,Silver,Gold,512,18,False,True,False,
2022-07,2022-09,3,Comparison Site,65+,Midlands,Classic,Classic,0,0,False,False,True,
2022-07,2022-08,2,Branch,45-54,South East,Silver,Classic,11,11,False,True,True,Poor service
2022-07,2024-12,30,Online,35-44,London,Platinum,Platinum,602,28,True,True,False,
2022-07,2024-11,29,Online,65+,South East,Gold,Classic,427,18,False,True,True,
2022-07,2024-12,30,Online,25-34,Midlands,Gold,Platinum,622,28,True,True,False,
2022-07,2024-12,30,Referral,65+,North,Silver,Gold,432,18,True,True,False,
2022-07,2023-09,15,Branch,18-24,South East,Silver,Silver,165,11,False,True,True,
2022-07,2023-12,18,Online,35-44,Scotland,Silver,Classic,0,0,True,False,True,Fees too high
2022-07,2023-03,9,Comparison Site,55-64,South East,Classic,Classic,0,0,True,False,True,
2022-07,2024-09,27,Online,45-54,North,Gold,Platinum,616,28,False,True,True,Unhappy with perks
2022-07,2023-02,8,Outbound,35-44,London,Classic,Classic,0,0,False,False,True,
2022-07,2023-08,14,Comparison Site,35-44,South East,Platinum,Platinum,224,28,True,True,True,Unhappy with perks
2022-07,2024-12,30,Referral,25-34,London,Gold,Platinum,720,28,False,True,False,
2022-07,2024-12,30,Comparison Site,35-44,North,Classic,Silver,220,11,True,True,False,
2022-07,2022-09,3,Branch,18-24,North,Gold,Gold,54,18,False,True,True,
2022-07,2023-09,15,Branch,25-34,North,Gold,Gold,270,18,False,True,True,Unhappy with perks
2022-07,2022-11,5,Online,45-54,Midlands,Gold,Gold,90,18,False,True,True,
2022-07,2022-10,4,Comparison Site,25-34,Wales & NI,Classic,Classic,0,0,True,False,True,
2022-07,2024-12,30,Referral,25-34,London,Silver,Silver,330,11,False,True,False,
2022-07,2024-12,30,Outbound,35-44,Midlands,Silver,Classic,297,11,False,True,False,
2022-07,2024-02,20,Comparison Site,55-64,North,Silver,Silver,154,11,True,True,True,Moved abroad
2022-07,2023-07,13,Comparison Site,45-54,London,Silver,Gold,192,18,False,True,True,Switched provider
2022-07,2023-06,12,Online,25-34,Wales & NI,Silver,Gold,174,18,False,True,True,Fees too high
2022-07,2024-12,30,Broker/IFA,25-34,North,Platinum,Platinum,670,28,False,True,False,
2022-07,2022-07,1,Comparison Site,45-54,North,Classic,Classic,0,0,True,False,True,
2022-07,2024-12,30,Branch,18-24,South East,Gold,Gold,640,28,False,True,False,
2022-07,2022-09,3,Comparison Site,35-44,North,Classic,Classic,0,0,False,False,True,Switched provider
2022-07,2024-12,30,Broker/IFA,35-44,South East,Gold,Platinum,640,28,False,True,False,
2022-07,2024-12,30,Online,55-64,Midlands,Silver,Classic,165,11,False,True,False,
2022-07,2022-12,6,Comparison Site,35-44,North,Classic,Classic,0,0,False,False,True,
2022-07,2024-12,30,Comparison Site,18-24,London,Silver,Platinum,662,28,False,True,False,
2022-07,2023-12,18,Referral,25-34,North,Gold,Gold,188,18,True,True,True,Fees too high
2022-07,2024-09,27,Comparison Site,35-44,London,Gold,Silver,322,18,True,True,True,
2022-07,2024-12,30,Branch,65+,North,Classic,Gold,173,18,False,True,False,
2022-07,2024-12,30,Referral,35-44,London,Silver,Gold,477,28,False,True,False,
2022-07,2024-12,30,Branch,18-24,North,Silver,Platinum,733,28,False,True,False,
2022-07,2023-07,13,Comparison Site,18-24,Midlands,Classic,Classic,0,0,False,False,True,Moved abroad
2022-07,2024-12,30,Comparison Site,45-54,Scotland,Silver,Silver,264,11,True,True,False,
2022-07,2023-01,7,Online,45-54,Scotland,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Online,18-24,South East,Silver,Silver,330,11,False,True,False,
2022-07,2024-08,26,Referral,65+,South East,Silver,Classic,121,11,True,True,True,Fees too high
2022-07,2024-12,30,Online,35-44,London,Silver,Silver,341,18,True,True,False,
2022-07,2023-09,15,Comparison Site,35-44,London,Classic,Silver,11,11,False,True,True,Switched provider
2022-07,2023-08,14,Broker/IFA,35-44,Scotland,Gold,Platinum,332,28,False,True,True,Unknown
2022-07,2022-11,5,Comparison Site,25-34,Wales & NI,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Branch,45-54,London,Gold,Platinum,820,28,False,True,False,
2022-07,2024-12,30,Broker/IFA,35-44,London,Gold,Silver,435,18,False,True,False,
2022-07,2024-12,30,Online,55-64,North,Classic,Silver,264,11,False,True,False,
2022-07,2022-07,1,Comparison Site,35-44,South East,Classic,Classic,0,0,True,False,True,Switched provider
2022-07,2022-07,1,Comparison Site,45-54,Wales & NI,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2023-01,7,Comparison Site,45-54,London,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2023-10,16,Comparison Site,45-54,Midlands,Silver,Classic,88,11,False,True,True,Fees too high
2022-07,2024-12,30,Referral,35-44,London,Gold,Silver,393,18,False,True,False,
2022-07,2022-08,2,Online,25-34,Wales & NI,Silver,Silver,22,11,False,True,True,Unknown
2022-07,2023-04,10,Online,35-44,London,Classic,Classic,0,0,False,False,True,
2022-07,2024-12,30,Branch,55-64,Wales & NI,Platinum,Platinum,840,28,False,True,False,
2022-07,2024-12,30,Online,65+,Midlands,Gold,Platinum,386,28,True,True,False,
2022-07,2024-01,19,Outbound,18-24,South East,Gold,Classic,33,11,True,True,True,Fees too high
2022-07,2024-12,30,Branch,45-54,South East,Gold,Silver,533,18,False,True,False,
2022-07,2023-12,18,Branch,35-44,South East,Classic,Classic,0,0,False,False,True,Poor service
2022-07,2023-08,14,Outbound,65+,London,Classic,Silver,22,11,False,True,True,Poor service
2022-07,2024-12,30,Outbound,55-64,Scotland,Silver,Silver,264,11,True,True,False,
2022-07,2024-12,30,Comparison Site,25-34,Scotland,Silver,Silver,271,18,True,True,False,
2022-07,2024-03,21,Comparison Site,25-34,Scotland,Gold,Gold,270,18,True,True,True,
2022-07,2024-12,30,Comparison Site,45-54,South East,Platinum,Gold,740,28,False,True,False,
2022-07,2022-08,2,Comparison Site,18-24,South East,Classic,Classic,0,0,True,False,True,Unknown
2022-07,2024-12,30,Branch,65+,North,Silver,Silver,347,18,False,True,False,
2022-07,2022-09,3,Online,25-34,Scotland,Silver,Gold,40,18,False,True,True,Moved abroad
2022-07,2024-06,24,Comparison Site,35-44,Scotland,Silver,Gold,362,18,False,True,True,Bereavement
2022-07,2024-12,30,Branch,35-44,North,Gold,Platinum,582,28,True,True,False,
2022-07,2023-01,7,Referral,25-34,Scotland,Gold,Gold,126,18,False,True,True,
2022-07,2022-09,3,Online,65+,London,Platinum,Platinum,0,0,True,False,True,Poor service
2022-07,2024-09,27,Online,35-44,North,Classic,Silver,143,11,True,True,True,Fees too high
2022-07,2024-12,30,Branch,35-44,South East,Platinum,Gold,610,28,False,True,False,
2022-07,2023-05,11,Comparison Site,55-64,South East,Classic,Silver,55,11,True,True,True,Fees too high
2022-07,2024-12,30,Branch,35-44,South East,Gold,Gold,432,18,True,True,False,
2022-07,2023-07,13,Broker/IFA,65+,Wales & NI,Gold,Platinum,196,28,True,True,True,Fees too high
2022-07,2024-12,30,Online,25-34,North,Classic,Silver,264,11,True,True,False,
2022-07,2024-12,30,Comparison Site,65+,London,Gold,Platinum,622,28,True,True,False,
2022-07,2024-12,30,Online,65+,London,Classic,Gold,462,18,False,True,False,
2022-07,2023-06,12,Online,25-34,London,Silver,Classic,88,11,False,True,True,Unknown
2022-07,2024-12,30,Outbound,35-44,North,Classic,Classic,0,0,False,False,False,
2022-07,2022-11,5,Comparison Site,35-44,Scotland,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2023-05,11,Branch,18-24,Midlands,Platinum,Platinum,308,28,False,True,True,Unknown
2022-07,2022-09,3,Branch,55-64,North,Silver,Silver,33,11,False,True,True,
2022-07,2024-12,30,Branch,18-24,South East,Platinum,Gold,556,28,False,True,False,
2022-07,2023-02,8,Comparison Site,35-44,South East,Silver,Classic,0,0,True,False,True,
2022-07,2022-08,2,Comparison Site,25-34,North,Classic,Classic,0,0,True,False,True,
2022-07,2023-01,7,Outbound,35-44,Midlands,Gold,Gold,126,18,False,True,True,Poor service
2022-07,2023-10,16,Online,35-44,South East,Platinum,Gold,348,28,False,True,True,Unhappy with perks
2022-07,2023-08,14,Comparison Site,25-34,Midlands,Silver,Silver,88,11,True,True,True,Fees too high
2022-07,2022-07,1,Online,18-24,South East,Classic,Classic,0,0,True,False,True,Poor service
2022-07,2022-08,2,Broker/IFA,55-64,London,Classic,Classic,0,0,False,False,True,Bereavement
2022-07,2024-12,30,Online,65+,London,Gold,Platinum,770,28,False,True,False,
2022-07,2024-06,24,Online,55-64,Wales & NI,Platinum,Gold,452,28,False,True,True,Poor service
2022-07,2024-10,28,Branch,55-64,London,Silver,Silver,297,11,False,True,True,Bereavement
2022-07,2023-03,9,Online,55-64,Scotland,Classic,Classic,0,0,False,False,True,Switched provider
2022-07,2024-12,30,Branch,45-54,Midlands,Gold,Platinum,600,28,False,True,False,
2022-07,2024-12,30,Branch,25-34,London,Platinum,Gold,810,28,False,True,False,
2022-07,2024-06,24,Branch,45-54,North,Silver,Silver,282,18,True,True,True,Fees too high
2022-07,2024-12,30,Branch,25-34,London,Platinum,Platinum,672,28,True,True,False,
2022-07,2023-01,7,Outbound,35-44,Midlands,Classic,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Branch,55-64,North,Silver,Classic,253,11,False,True,False,
2022-07,2024-12,30,Outbound,25-34,South East,Gold,Gold,540,18,False,True,False,
2022-07,2024-12,30,Branch,45-54,South East,Classic,Gold,407,18,False,True,False,
2022-07,2024-12,30,Branch,45-54,Scotland,Silver,Platinum,486,28,False,True,False,
2022-07,2024-07,25,Referral,65+,Scotland,Silver,Gold,293,18,True,True,True,Unknown
2022-07,2024-12,30,Comparison Site,55-64,London,Classic,Silver,187,11,True,True,False,
2022-07,2023-01,7,Outbound,35-44,North,Classic,Classic,0,0,True,False,True,
2022-07,2024-12,30,Referral,25-34,North,Gold,Gold,650,28,False,True,False,
2022-07,2023-05,11,Online,45-54,London,Silver,Classic,0,0,True,False,True,Fees too high
2022-07,2024-12,30,Online,55-64,Scotland,Classic,Silver,143,11,True,True,False,
2022-07,2023-08,14,Branch,35-44,London,Classic,Classic,0,0,False,False,True,Poor service
2022-07,2024-12,30,Online,18-24,North,Platinum,Platinum,672,28,True,True,False,
2022-07,2024-12,30,Broker/IFA,35-44,South East,Gold,Platinum,750,28,False,True,False,
2022-07,2024-12,30,Branch,45-54,London,Gold,Gold,512,18,False,True,False,
